stock_item_name,sales_qty_6m_avg,purchase_qty_1m,closing_stock_qty,purchase_rate,sales_amount,purchase_amount,closing_stock_amount,scenario_name
HSS TAP 3 X .5 BOT TIN ET,52,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3 X .5 SEC ET,25,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3 X .5 SET ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3 X .5 SET TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3 X .5 SPFL TIN ET,50,0,1,0,0,0,0,STARVE CRITICAL
HSS TAP 3 X .5 TPR ET,5,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3 X. 5 6G SPPT TIN ET,67,0,5,0,0,0,0,STARVE CRITICAL
HSS TAP 3.5 X .6 6G SPPT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3.5 X .6 SPPT ET,3,0,0,0,0,0,0,STARVE ZERO
HSS TAP 3.5 X .6 SPPT TIN ET,8,0,3,0,0,0,0,STARVE CRITICAL
HSS TAP 3.5 X .6 SPPT YG,3,0,2,0,0,0,0,STARVE CRITICAL
"HSS TAP 3/16"" BSW BOT ET",17,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/16"" BSW SEC ET",8,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/16"" BSW SET ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/16"" BSW SPPT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/16"" BSW TPR ET",27,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/16"" BSW TPR TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" BSP BOT ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" BSPT BOT ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" BSW SPFL ET",0,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" NPT BOT TOTEM",6,0,6,0,0,0,0,STARVE WATCH
"HSS TAP 3/4"" NPT PAIR ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" NPT TPR TOTEM",0,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" UNC SPFL TIN ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/4"" UNF BOT ET",8,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSP BOT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSP PAIR ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSP TPR ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSPT BOT TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSW BOT ET",5,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSW SEC ET",18,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSW SPFL TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSW SPPT ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" BSW TPR ET",19,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" NPTF BOT TIN ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" UNC BOT ET",81,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" UNC BOT TIN ET",28,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" UNC SPFL TIN ET",42,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" UNC SPPT TIN ET",5,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 3/8"" UNF BOT TIN ET",17,0,0,0,0,0,0,STARVE ZERO
HSS TAP 30 X 3 TPR YG,1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 30 X 3.5 SET ADDISON,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 30 X 3.5 SET ET,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 30 X 3.5 SET TOTEM,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 30 X 3.5 TPR YG,0,0,1,0,0,0,0,STARVE ZERO
HSS TAP 33 X 3 TPR TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 33 X 3.5 BOT TOTEM,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 33 X 3.5 SET TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 36 X 4 BOT YG,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 6G BOT ET,15,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 6G SPPT TIN ET,120,0,28,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 BOT ET,120,0,23,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 BOT TIN ET,83,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 BOT YG,68,0,2,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 SEC ET,100,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 SEC MIRANDA,5,0,3,0,0,0,0,STARVE WATCH
HSS TAP 4 X .7 SEC TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 SET ET,4,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 SET MIRANDA,6,0,1,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 SET TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 SPFL ET,12,0,2,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 SPPT TIN ET,390,0,162,0,0,0,0,STARVE CRITICAL
HSS TAP 4 X .7 SPPT TOTEM,25,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4 X .7 TPR ET,75,0,0,0,0,0,0,STARVE ZERO
HSS TAP 40 X 1.5 PAIR TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 42 X 4.5 SET TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 48 X 3 PAIR TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 4BA SEC YG,23,0,15,0,0,0,0,STARVE WATCH
HSS TAP 4BA SPPT ET,5,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .5 SET TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 6G BOT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 7G SPPT ET,75,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 BOT ET,52,0,22,0,0,0,0,STARVE CRITICAL
HSS TAP 5 X .8 BOT MIRANDA,5,0,4,0,0,0,0,STARVE WATCH
HSS TAP 5 X .8 BOT TIN ET,34,0,6,0,0,0,0,STARVE CRITICAL
HSS TAP 5 X .8 SEC ET,83,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 SEC MIRANDA,9,0,1,0,0,0,0,STARVE CRITICAL
HSS TAP 5 X .8 SET ET,7,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 SET MIRANDA,4,0,3,0,0,0,0,STARVE WATCH
HSS TAP 5 X .8 SET TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 5 X .8 SPFL TIN ET,190,0,8,0,0,0,0,STARVE CRITICAL
HSS TAP 5 X .8 SPPT ET,250,0,14,0,0,0,0,STARVE CRITICAL
"HSS TAP 5/16"" BSW BOT ET",12,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/16"" BSW SEC ET",26,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/16"" BSW SPFL TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/16"" BSW TPR ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/16"" UNC SPFL TIN ET",12,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/16"" UNF SPFL TIN ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/32"" BSW BOT ET",5,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/32"" BSW SEC ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" BSW BOT ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" BSW SEC ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" BSW SPFL TIN ET",4,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" BSW TPR ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" UNC BOT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" UNC SET TOTEM",3,0,1,0,0,0,0,STARVE CRITICAL
"HSS TAP 5/8"" UNC SPFL TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" UNF BOT TOTEM",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 5/8"" UNF SET ET",1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 50 X 1.5 SEC TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 UNC SEC TOTEM,1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 X .75 BOT TOTEM,9,0,7,0,0,0,0,STARVE WATCH
HSS TAP 6 X 1 6G SPFL ET,18,0,10,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 6G SPFL TIN ET,44,0,16,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 6G SPPT TIN ET,624,0,557,0,0,0,0,STARVE WATCH
HSS TAP 6 X 1 BOT FUTURA ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 X 1 BOT TIN ET,137,0,2,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 SEC ET,125,0,1,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 SEC MIRANDA,31,0,21,0,0,0,0,STARVE WATCH
HSS TAP 6 X 1 SEC TIN ET,14,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 X 1 SET ET,7,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 X 1 SET MIRANDA,4,0,4,0,0,0,0,STARVE WATCH
HSS TAP 6 X 1 SET TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6 X 1 SPFL TIN ET,235,0,32,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 SPPT ET,17,0,5,0,0,0,0,STARVE CRITICAL
HSS TAP 6 X 1 SPPT TIN ET,679,0,690,0,0,0,0,STARVE WATCH
HSS TAP 6 X 1 TPR ET,58,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6-32 UNC SPFL TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6-32 UNC SPPT ET,7,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6-32 UNC TPR ET,42,0,0,0,0,0,0,STARVE ZERO
HSS TAP 6BA BOT ET,8,0,0,0,0,0,0,STARVE ZERO
HSS TAP 7 X 1 SPFL TIN ET,3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNC BOT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNC BOT TIN ET",12,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNC SEC TOTEM",1,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNC SPFL TIN ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNF BOT TIN ET",8,0,0,0,0,0,0,STARVE ZERO
"HSS TAP 7/16"" UNF SET ADDISON",2,0,4,0,0,0,0,STARVE CRITICAL
"HSS TAP 7/8"" UNC SPFL TIN ET",2,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X .5 SET TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X .75 BOT ET,17,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1 SPFL ET,1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1 SPFL TIN ET,20,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1 SPFL YG,92,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1 SPPT TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 6G BOT TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 6G SPFL TIN ET,36,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 BOT ET,55,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 BOT FUTURA ET,7,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 BOT MIRANDA,6,0,2,0,0,0,0,STARVE CRITICAL
HSS TAP 8 X 1.25 BOT TIN ET,175,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 SEC ET,87,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 SEC MIRANDA,23,0,9,0,0,0,0,STARVE CRITICAL
HSS TAP 8 X 1.25 SET ET,5,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 SET TIN ET,7,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 SPFL ET,54,0,7,0,0,0,0,STARVE CRITICAL
HSS TAP 8 X 1.25 SPFL TIN ET,241,0,69,0,0,0,0,STARVE CRITICAL
HSS TAP 8 X 1.25 SPFL YG,39,0,11,0,0,0,0,STARVE CRITICAL
HSS TAP 8 X 1.25 SPPT ET,10,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8 X 1.25 SPPT TIN ET,150,0,124,0,0,0,0,STARVE WATCH
HSS TAP 8 X 1.25 TPR ET,28,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8-32 UNC BOT ET,108,0,0,0,0,0,0,STARVE ZERO
HSS TAP 8-32 UNC BOT TIN YG,16,0,0,0,0,0,0,STARVE ZERO
HSS TAP 9 X 1 PAIR TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS TAP TS235 6 X 1 YG,88,0,1,0,0,0,0,STARVE CRITICAL
HSS TAPER PIN REAMER 6 IT,0,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT  3/8 X 4 S500 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 1 X 8 S500 MIRANDA,1,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 1/2 X 8 T42 ADDISON,2,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 1/4 X 4 M2 ADDISON,1,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 1/8 X 4 S400 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 3/8 X 8 IT,2,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 4 X 100 S400 MIRANDA,1,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 5 X 100 S400 MIRANDA,2,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 5/16 X 6 S500 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
HSS TOOLBIT 5/32 X 4 S400 MIRANDA,0,0,0,0,0,0,0,STARVE ZERO
HSS W CUTTER 32.5 (ML06232E01) YG,1,0,0,0,0,0,0,STARVE ZERO
HSS- PM ROLL TAP 6 X 1 YG,6,0,2,0,0,0,0,STARVE CRITICAL
"HSS-E CIR TAP 1/4"" UNC TIN ET",2,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 1/8"" BSP TIN ET",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 1/8"" NPSF FUTURA ET",5,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 10 X 1 FUTURA ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 10 X 1 TIN ET,7,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 10 X 1.5 FUTURA ET,24,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 10-32 UNF FUTURA ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 14 X 1.5 FUTURA ET,5,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 14 X 2 FUTURA ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 16 X 1.5 FUTURA ET,3,0,1,0,0,0,0,STARVE CRITICAL
HSS-E CIR TAP 20 X 2.5 FUTURA ET,8,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 3/8"" UNC FUTURA ET",8,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 4 X .7 FUTURA ET,6,0,2,0,0,0,0,STARVE CRITICAL
HSS-E CIR TAP 4 X .7 TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 5 X .8 FUTURA ET,8,0,1,0,0,0,0,STARVE CRITICAL
HSS-E CIR TAP 5 X .8 TIN ET,1,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 5/16"" UNC FUTURA ET",2,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 6 X 1 FUTURA ET,20,0,1,0,0,0,0,STARVE CRITICAL
HSS-E CIR TAP 7 X 1 FUTURA ET,15,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 7 X 1 TIN ET,8,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 7/16"" UNC FUTURA ET",5,0,0,0,0,0,0,STARVE ZERO
"HSS-E CIR TAP 7/16"" UNf FUTURA ET",3,0,0,0,0,0,0,STARVE ZERO
HSS-E CIR TAP 8 X 1.25 FUTURA ET,56,0,14,0,0,0,0,STARVE CRITICAL
HSS-E CIR TAP D371 8 X 1.25 FUTURA ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LH ROLL TAP D371 10 X 1.5 O/G TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E LH ROLL TAP D371 6 X 1 O/G TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 10 X 1.5 BOT ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 10 X 1.5 SPFL TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 10 X 1.5 SPPT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 12 X 1.75 BOT TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 12 X 1.75 SPFL TIN ET,5,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 16 X 2 SPFL TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 16 X 2 TYPE B GOLD TOTEM,0,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 4 X .7 BOT TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 5 X .8 BOT TIN ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 6 X 1 BOT TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 6 X 1 SPFL TIN ET,5,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 8 X 1.25 6G SPPT TIN ET,7,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 8 X 1.25 BOT ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 8 X 1.25 BOT TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 8 X 1.25 SPFL ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E LONG TAP 8 X 1.25 SPFL TIN ET,17,0,3,0,0,0,0,STARVE CRITICAL
HSS-E LONG TAP 8 X 1.25 SPPT ET,5,0,0,0,0,0,0,STARVE ZERO
"HSS-E NIB TAP 9/16"" X 18 UNF 3B GOLD TOTEM",2,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 1/2"" BSP O/G TIN ET",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 1/4"" UNC O/G TIN ET",24,0,15,0,0,0,0,STARVE WATCH
"HSS-E ROLL TAP 1/4"" UNF O/G TIN ET",8,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 10 X 1.25 O/G TIN ET,10,0,10,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP 10 X 1.5 6G O/G TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 10 X 1.5 O/G TIN ET,5,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 11 X 1 O/G TIN ET,1,0,1,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP 12 X 1.25 O/G TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 12 X 1.75 O/G TIN ET,13,0,10,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP 16 X 2 6G O/G TIN ET,2,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 18 X 1.5 6G O/G TIN ET,1,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 2 X .4 TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 24 X 3 O/G TIN ET,0,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 3 X .5 O/G TIN ET,18,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 3 X .5 TIN ET,57,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 3.5 X .6 6G TIN ET,7,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 3.5 X .6 ET,50,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 3/8"" UNC O/G TIN ET",20,0,10,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP 4 X .7 6G O/G TIN ET,15,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 4-40 UNC O/G TIN ET,13,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 5 X .8 6G O/G TIN ET,33,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 5 X .8 6G TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 5 X .8 O/G TIN ET,2,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 5/16"" UNC O/G TIN ET",6,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 5/16"" UNF O/G TIN ET",42,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 6 X 1 6G O/G TIN ET,22,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 6 X 1 TIN ET,8,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 6 X1 O/G TIN ET,13,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 6-32 UNC TIN ET,8,0,0,0,0,0,0,STARVE ZERO
"HSS-E ROLL TAP 7/16"" UNC O/G TIN ET",2,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 8 X 1 O/G TIN ET,20,0,8,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP 8 X 1.25 6G O/G TIN ET,42,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP 8 X 1.25 TIN ET,5,0,3,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP D371 10 X 1.5 6G TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 2.5 X .45 6G ET,7,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 2.5 X .45 6G TIN ET,33,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 3 X .5 6G TIN ET,53,0,52,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP D371 3 X .5 O/G TIN ET,141,0,73,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP D371 3 X .5 SD3 TOTEM,2,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 3.5 X .6 6G TIN ET,12,0,50,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 4 X .7 6G TIN ET,43,0,5,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP D371 5 X .8 6G TIN ET,68,0,36,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP D371 5 X .8 O/G TIN EMUGE,7,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 5 X .8 TIN ET,3,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 6 X 1 O/G TICN ET,17,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 6 X 1 O/G TIN EMUGE,8,0,5,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 8 X 1.25 6G TIN ET,24,0,22,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP D371 8 X 1.25 O/G TICN ET,12,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP D371 8 X 1.25 O/G TIN EMUGE,15,0,6,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP D371 8 X 1.25 SD3 TOTEM,6,0,3,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP D376 18 X 1.5 6G O/G TIN EMUGE,6,0,1,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP TD703 10 X 1.5 YG,4,0,3,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP TD703 14 x 2 YG,1,0,3,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP TD703 3 X .5 YG,58,0,1,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP TD703 4 X .7 YG,48,0,2,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP TD703 5 X .8 YG,17,0,14,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP TD703 6 X 1 YG,16,0,5,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP TD703 8 X 1.25 YG,4,0,1,0,0,0,0,STARVE CRITICAL
HSS-E ROLL TAP TD713 2.3 X .4 YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E ROLL TAP TD723 2 X .4 YG,87,0,62,0,0,0,0,STARVE WATCH
HSS-E ROLL TAP TD743 5 X .8 YG,2,0,0,0,0,0,0,STARVE ZERO
HSS-E STI ROLL TAP 10 X 1.5 TIN ET,4,0,0,0,0,0,0,STARVE ZERO
HSS-E STI TAP D371 5 X .8 SPFL YG,0,0,0,0,0,0,0,STARVE ZERO
HSS-E STI TAP D376 10 X 1.5 SPFL YG,1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1"" BSP SPPT TIN EMUGE",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1"" UNC SPFL TIN ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" BSP BOT ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" BSP SPPT TIN EMUGE",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" BSW SPFL ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" NPSF BOT FUTURA ET",3,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" UNC SPPT TIN ET",1,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/2"" UNF SPFL TIN ET",20,0,7,0,0,0,0,STARVE CRITICAL
"HSS-E TAP 1/4"" BSP SA1 TOTEM",0,0,0,0,0,0,0,STARVE ZERO
"HSS-E TAP 1/4"" BSP SPFL TIN ET",16,0,3,0,0,0,0,STARVE CRITICAL
"HSS-E TAP 1/4"" BSP SPIREX TOTEM",1,0,0,0,0,0,0,STARVE ZERO
