stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note,updated_at
HSS TAP 30 X 1.5 TPR TOTEM,6002.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,6002.0,1.0,Metric Coarse,30.0 X 1.50/2.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 3.5 BOT TOTEM,5360.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.0,1.0,Metric Coarse,30.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 3.5 GOLD TOTEM,6012.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,6012.0,1.0,Metric Coarse,30.0 X 3.50,STD GOLD,,review,"invoice rate 2,835.00 != list 6,012.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 3.5 SEC TOTEM,5360.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.0,1.0,Metric Coarse,30.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 3.5 SET TOTEM,16080.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.0,3.0,Metric Coarse,30.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 30 X 3.5 TPR TOTEM,5360.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,5360.0,1.0,Metric Coarse,30.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 1.5 BOT TOTEM,7328.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.0,1.0,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,review,"invoice rate 8,501.00 != list 7,328.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 1.5 PAIR TOTEM,14656.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.0,2.0,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 1.5 TPR TOTEM,7328.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,7328.0,1.0,Metric Coarse,33.0 X 1.50/2.00/3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 3.5 BOT TOTEM,6532.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.0,1.0,Metric Coarse,33.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 3.5 SEC TOTEM,6532.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.0,1.0,Metric Coarse,33.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 3.5 SET TOTEM,19596.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.0,3.0,Metric Coarse,33.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 33 X 3.5 TPR TOTEM,6532.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,6532.0,1.0,Metric Coarse,33.0 X 3.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 1.5 BOT TOTEM,10167.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.0,1.0,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 1.5 PAIR TOTEM,20334.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.0,2.0,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 1.5 TPR TOTEM,10167.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,10167.0,1.0,Metric Coarse,36.0 X 1.50/2.50/3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 4 BOT TOTEM,9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.0,1.0,Metric Coarse,36.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 4 SEC TOTEM,9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.0,1.0,Metric Coarse,36.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 4 SET TOTEM,27267.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.0,3.0,Metric Coarse,36.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 36 X 4 TPR TOTEM,9089.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,9089.0,1.0,Metric Coarse,36.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 39 X 1.5 TPR TOTEM,12672.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,12672.0,1.0,Metric Coarse,39.0 X 1.50/2.00/3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 39 X 4 BOT TOTEM,10680.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.0,1.0,Metric Coarse,39.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 39 X 4 SEC TOTEM,10680.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.0,1.0,Metric Coarse,39.0 X 4.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 39 X 4 SET TOTEM,32040.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.0,3.0,Metric Coarse,39.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 39 X 4 TPR TOTEM,10680.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,10680.0,1.0,Metric Coarse,39.0 X 4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 UNC BOT TOTEM,461.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,1.0,UNF/UNC,4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 UNC SET TOTEM,1383.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,3.0,UNF/UNC,4,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 UNF SET TOTEM,1383.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,3.0,UNF/UNC,4,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .35 BOT TOTEM,583.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,583.0,1.0,Metric Coarse,4.0 X 0.35/0.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .35 PAIR TOTEM,1166.0,PAIR,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,583.0,2.0,Metric Coarse,4.0 X 0.35/0.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 6G SPFL GOLD TOTEM,496.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.0,1.0,Metric Coarse,4.0 X 0.70,STD GOLD,,review,invoice rate 293.00 != list 496.00,2026-08-10T16:28:56.753297+00:00
HSS TAP 4 X .7 6G SPIREX GOLD TOTEM,496.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.0,1.0,Metric Coarse,4.0 X 0.70,STD GOLD,,review,invoice rate 267.00 != list 496.00,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 BOT TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,4.0 X 0.70,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 SEC TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,4.0 X 0.70,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 SET GOLD TOTEM,1488.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.0,3.0,Metric Coarse,4.0 X 0.70,STD GOLD,,review,"invoice rate 937.00 != list 1,488.00",2026-08-10T16:28:56.753297+00:00
HSS TAP 4 X .7 SET TOTEM,1170.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,3.0,Metric Coarse,4.0 X 0.70,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 SET XL GOLD TOTEM,1488.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.0,3.0,Metric Coarse,4.0 X 0.70,STD GOLD,,review,,2026-08-10T16:28:56.753297+00:00
HSS TAP 4 X .7 SF SET TOTEM,1269.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,423.0,3.0,Metric Coarse,4.0 X 0.70,SF/RS,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 SPPT GOLD TOTEM,592.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,592.0,1.0,Metric Coarse,4.0 X 0.70,SPPT GOLD,,review,invoice rate 285.00 != list 592.00,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 SPPT TOTEM,491.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,491.0,1.0,Metric Coarse,4.0 X 0.70,SPPT,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .7 TPR TOTEM,390.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.0,1.0,Metric Coarse,4.0 X 0.70,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .75 BOT TOTEM,531.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.0,1.0,Metric Coarse,4.0 X 0.75,Standard,,review,invoice rate 302.67 != list 531.00,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .75 PAIR TOTEM,1062.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.0,2.0,Metric Coarse,4.0 X 0.75,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4 X .75 SET TOTEM,1593.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,531.0,3.0,Metric Coarse,4.0 X 0.75,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4.5 X .75 BOT TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,4.5 X 0.75,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 4.5 X .75 SEC TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,4.5 X 0.75,Standard,,verified,,2026-08-10T16:28:56.753297+00:00
HSS TAP 4.5 X .75 SET TOTEM,1257.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,3.0,Metric Coarse,4.5 X 0.75,Standard,,review,,2026-08-10T16:28:56.753297+00:00
HSS TAP 42 X 1.5 BOT TOTEM,14077.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,14077.0,1.0,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 42 X 1.5 TPR TOTEM,14077.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,14077.0,1.0,Metric Coarse,42.0 X 1.50/2.50/3.00/4.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 42 X 4.5 BOT TOTEM,12442.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.0,1.0,Metric Coarse,42.0 X 4.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 42 X 4.5 SEC TOTEM,12442.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.0,1.0,Metric Coarse,42.0 X 4.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 42 X 4.5 SET TOTEM,37326.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.0,3.0,Metric Coarse,42.0 X 4.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 42 X 4.5 TPR TOTEM,12442.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,12442.0,1.0,Metric Coarse,42.0 X 4.50,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 1.5 BOT TOTEM,19505.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.0,1.0,Metric Coarse,45.0 X 1.50/3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 1.5 PAIR TOTEM,39010.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.0,2.0,Metric Coarse,45.0 X 1.50/3.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 1.5 TPR TOTEM,19505.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,19505.0,1.0,Metric Coarse,45.0 X 1.50/3.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 4.5 BOT TOTEM,16752.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.0,1.0,Metric Coarse,45.0 X 4.50,Standard,,review,"invoice rate 19,433.00 != list 16,752.00",2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 4.5 SEC TOTEM,16752.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.0,1.0,Metric Coarse,45.0 X 4.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 4.5 SET TOTEM,50256.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.0,3.0,Metric Coarse,45.0 X 4.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 45 X 4.5 TPR TOTEM,16752.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,16752.0,1.0,Metric Coarse,45.0 X 4.50,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 1.5 BOT TOTEM,20276.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.0,1.0,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 1.5 PAIR TOTEM,40552.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.0,2.0,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 1.5 TPR TOTEM,20276.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,20276.0,1.0,Metric Coarse,48.0 X 1.50/2.00/3.00/4.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 5 BOT TOTEM,17866.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.0,1.0,Metric Coarse,48.0 X 5.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 5 SEC TOTEM,17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.0,1.0,Metric Coarse,48.0 X 5.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 5 SET TOTEM,53598.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.0,3.0,Metric Coarse,48.0 X 5.00,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 48 X 5 TPR TOTEM,17866.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,17866.0,1.0,Metric Coarse,48.0 X 5.00,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 UNC SET TOTEM,1383.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,461.0,3.0,UNF/UNC,5,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .5 BOT TOTEM,570.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.0,1.0,Metric Coarse,5.0 X 0.50/0.75,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .5 SEC TOTEM,570.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.0,1.0,Metric Coarse,5.0 X 0.50/0.75,Standard,,review,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .5 SET TOTEM,1710.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,570.0,3.0,Metric Coarse,5.0 X 0.50/0.75,Standard,,verified,,2026-08-10T16:28:56.753297+00:00
HSS TAP 5 X .8 BOT TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,5.0 X 0.80,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 SEC TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,5.0 X 0.80,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 SET GOLD TOTEM,1530.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.0,3.0,Metric Coarse,5.0 X 0.80,STD GOLD,,review,"invoice rate 964.00 != list 1,530.00",2026-08-10T16:28:56.753297+00:00
HSS TAP 5 X .8 SET TOTEM,1257.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,3.0,Metric Coarse,5.0 X 0.80,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 SET XL TOTEM,1257.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,3.0,Metric Coarse,5.0 X 0.80,Standard,,review,,2026-08-10T16:28:56.753297+00:00
HSS TAP 5 X .8 SF SET TOTEM,1341.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,447.0,3.0,Metric Coarse,5.0 X 0.80,SF/RS,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 SPIREX TOTEM,419.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,5.0 X 0.80,Standard,,review,,2026-08-10T16:28:56.753297+00:00
HSS TAP 5 X .8 SPPT GOLD TOTEM,620.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,620.0,1.0,Metric Coarse,5.0 X 0.80,SPPT GOLD,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 SPPT TOTEM,518.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,518.0,1.0,Metric Coarse,5.0 X 0.80,SPPT,,verified,,2026-08-10T11:02:26.152624+00:00
HSS TAP 5 X .8 TPR TOTEM,419.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.0,1.0,Metric Coarse,5.0 X 0.80,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 5/16"" BSF BOT TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,BSW/BSF,5/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 5/16"" BSF SET TOTEM",1440.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,3.0,BSW/BSF,5/16,Standard,,review,,2026-08-10T16:28:56.753297+00:00
"HSS TAP 5/16"" BSF TPR TOTEM",480.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,BSW/BSF,5/16,Standard,,review,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 5/16"" BSW BOT TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,BSW/BSF,5/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 5/16"" BSW SEC TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,BSW/BSF,5/16,Standard,,verified,,2026-08-10T11:02:26.152624+00:00
"HSS TAP 5/16"" BSW SET TOTEM",1440.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,3.0,BSW/BSF,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" BSW SF SET TOTEM",1557.0,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,519.0,3.0,BSW/BSF,5/16,SF/RS,,review,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" BSW TPR TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,BSW/BSF,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNC BOT TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,UNF/UNC,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNC SEC TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,UNF/UNC,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNC SET TOTEM",1440.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,3.0,UNF/UNC,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNC TPR TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,UNF/UNC,5/16,Standard,,review,invoice rate 528.00 != list 480.00,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNF BOT TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,UNF/UNC,5/16,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/16"" UNF SEC TOTEM",480.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,1.0,UNF/UNC,5/16,Standard,,verified,,2026-08-10T16:28:57.046883+00:00
"HSS TAP 5/16"" UNF SET TOTEM",1440.0,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.0,3.0,UNF/UNC,5/16,Standard,,review,"invoice rate 1,584.00 != list 1,440.00",2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/32"" BSW BOT TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,5/32,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
"HSS TAP 5/32"" BSW SEC TOTEM",407.0,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,407.0,1.0,BSW/BSF,5/32,Standard,,verified,,2026-08-10T11:02:26.42234+00:00
