page_no,series,standard,thread_form,size,size_system,pitch_or_tpi,grade,edp_code,price_per_piece,moq_flag,source_note
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"1""",inch,,STD GOLD,,5905,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"1""",inch,,STD GOLD,,7748,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"1""",inch,,STD GOLD,,7927,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/8""",inch,,STD GOLD,,5550,#,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/8""",inch,,SPPT GOLD,,6559,#,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"1.1/8""",inch,,STD GOLD,,8295,#,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/4""",inch,,STD GOLD,,6587,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/4""",inch,,SPPT GOLD,,7808,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"1.1/4""",inch,,STD GOLD,,8968,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"1.1/4""",inch,,STD GOLD,,11228,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"1.1/4""",inch,,STD GOLD,,11462,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.3/8""",inch,,STD GOLD,,8348,#,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.3/8""",inch,,SPPT GOLD,,9920,#,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/2""",inch,,STD GOLD,,10161,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.1/2""",inch,,SPPT GOLD,,12047,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"1.1/2""",inch,,STD GOLD,,11328,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"1.1/2""",inch,,STD GOLD,,13890,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"1.1/2""",inch,,STD GOLD,,14364,,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.5/8""",inch,,STD GOLD,,11789,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"1.3/4""",inch,,STD GOLD,,14075,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"1.3/4""",inch,,STD GOLD,,17654,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"2""",inch,,STD GOLD,,20413,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"2""",inch,,STD GOLD,,20335,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"2""",inch,,STD GOLD,,25390,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"2""",inch,,STD GOLD,,25947,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"2.1/4""",inch,,STD GOLD,,29564,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"2.1/4""",inch,,STD GOLD,,34122,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"2.1/2""",inch,,STD GOLD,,38655,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"2.1/2""",inch,,STD GOLD,,48137,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"2.1/2""",inch,,STD GOLD,,74520,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"2.1/2""",inch,,STD GOLD,,70861,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"2.3/4""",inch,,STD GOLD,,47659,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"2.3/4""",inch,,STD GOLD,,53876,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSW/BSF/UNC/UNF,"3""",inch,,STD GOLD,,63579,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"3""",inch,,STD GOLD,,63569,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"3""",inch,,STD GOLD,,97224,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"3""",inch,,STD GOLD,,101727,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"3.1/2""",inch,,STD GOLD,,79783,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"3.1/2""",inch,,STD GOLD,,127932,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"3.1/2""",inch,,STD GOLD,,133803,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSP,"4""",inch,,STD GOLD,,99432,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,BSPT,"4""",inch,,STD GOLD,,160257,~,
8,TOTEM GOLD (TiN coated),BS-949 / ANSI,NPT,"4""",inch,,STD GOLD,,167718,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.0 X 0.25,metric,,STD GOLD,,1145,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.2 X 0.25,metric,,STD GOLD,,1145,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.4 X 0.35,metric,,STD GOLD,,997,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.6 X 0.35,metric,,STD GOLD,,997,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.6 X 0.35,metric,,SPPT GOLD,,1194,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.8 X 0.35,metric,,STD GOLD,,997,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,1.8 X 0.35,metric,,SPPT GOLD,,1194,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.0 X 0.40,metric,,STD GOLD,,732,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.0 X 0.40,metric,,SPPT GOLD,,855,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.2 X 0.45,metric,,STD GOLD,,732,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.2 X 0.45,metric,,SPPT GOLD,,855,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.3 X 0.40,metric,,STD GOLD,,732,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.3 X 0.40,metric,,SPPT GOLD,,855,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.5 X 0.45,metric,,STD GOLD,,732,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.5 X 0.45,metric,,SPPT GOLD,,855,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.6 X 0.45,metric,,STD GOLD,,732,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,2.6 X 0.45,metric,,SPPT GOLD,,855,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.0 X 0.50,metric,,STD GOLD,,496,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.0 X 0.50,metric,,SPPT GOLD,,592,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.0 X 0.50,metric,,Long Shank A/C/D GOLD,,959,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.0 X 0.50,metric,,Long Shank B GOLD,,1118,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.5 X 0.60,metric,,STD GOLD,,496,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.5 X 0.60,metric,,SPPT GOLD,,592,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.5 X 0.60,metric,,Long Shank A/C/D GOLD,,959,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,3.5 X 0.60,metric,,Long Shank B GOLD,,1118,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.70,metric,,STD GOLD,,496,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.70,metric,,SPPT GOLD,,592,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.70,metric,,Long Shank A/C/D GOLD,,959,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.70,metric,,Long Shank B GOLD,,1118,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.5 X 0.75,metric,,STD GOLD,,506,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.5 X 0.75,metric,,SPPT GOLD,,609,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.5 X 0.75,metric,,Long Shank A/C/D GOLD,,727,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.5 X 0.75,metric,,Long Shank B GOLD,,851,#,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.80,metric,,STD GOLD,,510,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.80,metric,,SPPT GOLD,,620,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.80,metric,,Long Shank A/C/D GOLD,,713,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.80,metric,,Long Shank B GOLD,,851,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 1.00,metric,,STD GOLD,,510,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 1.00,metric,,SPPT GOLD,,620,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 1.00,metric,,Long Shank A/C/D GOLD,,760,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 1.00,metric,,Long Shank B GOLD,,911,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,7.0 X 1.00,metric,,STD GOLD,,650,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,7.0 X 1.00,metric,,SPPT GOLD,,752,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,7.0 X 1.00,metric,,Long Shank A/C/D GOLD,,876,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,7.0 X 1.00,metric,,Long Shank B GOLD,,1010,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.25,metric,,STD GOLD,,575,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.25,metric,,SPPT GOLD,,685,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.25,metric,,Long Shank A/C/D GOLD,,845,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.25,metric,,Long Shank B GOLD,,1010,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.25,metric,,STD GOLD,,781,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.25,metric,,SPPT GOLD,,924,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.25,metric,,Long Shank A/C/D GOLD,,1110,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.25,metric,,Long Shank B GOLD,,1294,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.50,metric,,STD GOLD,,711,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.50,metric,,SPPT GOLD,,855,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.50,metric,,Long Shank A/C/D GOLD,,1110,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.50,metric,,Long Shank B GOLD,,1294,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.50,metric,,STD GOLD,,1173,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.50,metric,,SPPT GOLD,,1376,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.50,metric,,Long Shank A/C/D GOLD,,1583,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.50,metric,,Long Shank B GOLD,,1830,~,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.75,metric,,STD GOLD,,1086,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.75,metric,,SPPT GOLD,,1320,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.75,metric,,Long Shank A/C/D GOLD,,1544,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.75,metric,,Long Shank B GOLD,,1792,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 2.00,metric,,STD GOLD,,1442,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 2.00,metric,,SPPT GOLD,,1735,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 2.00,metric,,Long Shank A/C/D GOLD,,2229,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 2.00,metric,,Long Shank B GOLD,,2588,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,16.0 X 2.00,metric,,STD GOLD,,1442,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,16.0 X 2.00,metric,,SPPT GOLD,,1735,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,16.0 X 2.00,metric,,Long Shank A/C/D GOLD,,2229,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,16.0 X 2.00,metric,,Long Shank B GOLD,,2588,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,18.0 X 2.50,metric,,STD GOLD,,2736,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,18.0 X 2.50,metric,,SPPT GOLD,,3209,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,18.0 X 2.50,metric,,Long Shank A/C/D GOLD,,3333,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,18.0 X 2.50,metric,,Long Shank B GOLD,,3837,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,20.0 X 2.50,metric,,STD GOLD,,3388,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,20.0 X 2.50,metric,,SPPT GOLD,,3990,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,20.0 X 2.50,metric,,Long Shank A/C/D GOLD,,3989,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,20.0 X 2.50,metric,,Long Shank B GOLD,,4613,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,22.0 X 2.50,metric,,STD GOLD,,3293,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,22.0 X 2.50,metric,,SPPT GOLD,,3967,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,22.0 X 2.50,metric,,Long Shank A/C/D GOLD,,4408,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,22.0 X 2.50,metric,,Long Shank B GOLD,,5107,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,24.0 X 3.00,metric,,STD GOLD,,3719,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,24.0 X 3.00,metric,,SPPT GOLD,,4377,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,24.0 X 3.00,metric,,Long Shank A/C/D GOLD,,4743,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,24.0 X 3.00,metric,,Long Shank B GOLD,,5506,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,25.0 X 3.00,metric,,STD GOLD,,4508,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,25.0 X 3.00,metric,,SPPT GOLD,,5306,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,25.0 X 3.00,metric,,Long Shank A/C/D GOLD,,5821,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,25.0 X 3.00,metric,,Long Shank B GOLD,,6786,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,27.0 X 3.00,metric,,STD GOLD,,5425,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,27.0 X 3.00,metric,,SPPT GOLD,,6420,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,27.0 X 3.00,metric,,Long Shank A/C/D GOLD,,6618,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,27.0 X 3.00,metric,,Long Shank B GOLD,,7568,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,30.0 X 3.50,metric,,STD GOLD,,6012,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,30.0 X 3.50,metric,,SPPT GOLD,,7134,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,30.0 X 3.50,metric,,Long Shank A/C/D GOLD,,7532,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,30.0 X 3.50,metric,,Long Shank B GOLD,,8803,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,33.0 X 3.50,metric,,STD GOLD,,7278,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,33.0 X 3.50,metric,,SPPT GOLD,,8632,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,33.0 X 3.50,metric,,Long Shank A/C/D GOLD,,8792,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,33.0 X 3.50,metric,,Long Shank B GOLD,,14354,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,36.0 X 4.00,metric,,STD GOLD,,10193,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,36.0 X 4.00,metric,,SPPT GOLD,,12078,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,36.0 X 4.00,metric,,Long Shank A/C/D GOLD,,12610,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,39.0 X 4.00,metric,,STD GOLD,,11811,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,39.0 X 4.00,metric,,SPPT GOLD,,14018,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,39.0 X 4.00,metric,,Long Shank A/C/D GOLD,,13915,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,42.0 X 4.50,metric,,STD GOLD,,13697,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,42.0 X 4.50,metric,,SPPT GOLD,,16278,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,42.0 X 4.50,metric,,Long Shank A/C/D GOLD,,17695,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,45.0 X 4.50,metric,,STD GOLD,,18113,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,45.0 X 4.50,metric,,SPPT GOLD,,21591,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,45.0 X 4.50,metric,,Long Shank A/C/D GOLD,,20829,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,48.0 X 5.00,metric,,STD GOLD,,19581,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,48.0 X 5.00,metric,,SPPT GOLD,,23289,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,48.0 X 5.00,metric,,Long Shank A/C/D GOLD,,23709,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,52.0 X 5.00,metric,,STD GOLD,,25142,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,52.0 X 5.00,metric,,SPPT GOLD,,29795,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,52.0 X 5.00,metric,,Long Shank A/C/D GOLD,,28368,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,56.0 X 5.50,metric,,STD GOLD,,34987,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,56.0 X 5.50,metric,,SPPT GOLD,,41609,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,56.0 X 5.50,metric,,Long Shank A/C/D GOLD,,38775,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,60.0 X 5.50,metric,,STD GOLD,,36773,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,60.0 X 5.50,metric,,SPPT GOLD,,43749,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,60.0 X 5.50,metric,,Long Shank A/C/D GOLD,,41848,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,64.0 X 6.00,metric,,STD GOLD,,38999,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,64.0 X 6.00,metric,,SPPT GOLD,,46345,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,64.0 X 6.00,metric,,Long Shank A/C/D GOLD,,47454,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,68.0 X 6.00,metric,,STD GOLD,,48084,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,68.0 X 6.00,metric,,SPPT GOLD,,57245,,
9,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,68.0 X 6.00,metric,,Long Shank A/C/D GOLD,,64979,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.35/0.50,metric,,STD GOLD,,670,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.35/0.50,metric,,SPPT GOLD,,790,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.75,metric,,STD GOLD,,617,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.75,metric,,SPPT GOLD,,768,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.75,metric,,Long Shank A/C/D GOLD,,1280,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,4.0 X 0.75,metric,,Long Shank B GOLD,,1422,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.50/0.75,metric,,STD GOLD,,663,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.50/0.75,metric,,SPPT GOLD,,779,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.50/0.75,metric,,Long Shank A/C/D GOLD,,850,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,5.0 X 0.50/0.75,metric,,Long Shank B GOLD,,987,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 0.75,metric,,STD GOLD,,663,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 0.75,metric,,SPPT GOLD,,779,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 0.75,metric,,Long Shank A/C/D GOLD,,850,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,6.0 X 0.75,metric,,Long Shank B GOLD,,987,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.00,metric,,STD GOLD,,809,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.00,metric,,SPPT GOLD,,945,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.00,metric,,Long Shank A/C/D GOLD,,920,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,8.0 X 1.00,metric,,Long Shank B GOLD,,1073,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.00,metric,,STD GOLD,,912,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.00,metric,,SPPT GOLD,,790,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.00,metric,,Long Shank A/C/D GOLD,,1212,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,9.0 X 1.00,metric,,Long Shank B GOLD,,1397,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.00/1.25,metric,,STD GOLD,,902,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.00/1.25,metric,,SPPT GOLD,,1066,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.00/1.25,metric,,Long Shank A/C/D GOLD,,1183,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,10.0 X 1.00/1.25,metric,,Long Shank B GOLD,,1300,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.00/1.25,metric,,STD GOLD,,1430,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.00/1.25,metric,,SPPT GOLD,,790,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.00/1.25,metric,,Long Shank A/C/D GOLD,,1876,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,11.0 X 1.00/1.25,metric,,Long Shank B GOLD,,2184,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.00/1.25/1.50,metric,,STD GOLD,,1434,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.00/1.25/1.50,metric,,SPPT GOLD,,1601,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.00/1.25/1.50,metric,,Long Shank A/C/D GOLD,,1672,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,12.0 X 1.00/1.25/1.50,metric,,Long Shank B GOLD,,1932,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.50,metric,,STD GOLD,,1792,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.50,metric,,SPPT GOLD,,2113,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.50,metric,,Long Shank A/C/D GOLD,,2098,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.50,metric,,Long Shank B GOLD,,2431,,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.25,metric,,STD GOLD,,1758,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.25,metric,,SPPT GOLD,,2068,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.25,metric,,Long Shank A/C/D GOLD,,2214,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.25,metric,,Long Shank B GOLD,,2566,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.00,metric,,STD GOLD,,1726,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.00,metric,,SPPT GOLD,,2025,*,
10,TOTEM GOLD (TiN coated),IS-6175,Metric Coarse,14.0 X 1.00,metric,,Long Shank A/C/D GOLD,,2179,*,
