stock_item_name,list_rate,unit,brand,doc_title,effective_from,storage_path,page_no,price_per_piece,pack_qty,thread_form,size,grade,edp_code,confidence,note
HSS-E TAP 4 X .7 SBS5 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
HSS-E TAP 4 X .7 SD1 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
HSS-E TAP 4 X .7 SET XL GOLD TOTEM,1488.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,3,Metric Coarse,4.0 X 0.70,STD GOLD,,review,
HSS-E TAP 4 X .7 SF SET GOLD TOTEM,1488.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,496.00,3,Metric Coarse,4.0 X 0.70,STD GOLD,,review,"invoice rate 1,144.00 != list 1,488.00"
HSS-E TAP 4 X .7 SPIREX TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
HSS-E TAP 5 X .8 SAF3 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,
HSS-E TAP 5 X .8 SAS5 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,"invoice rate 1,076.00 != list 419.00"
HSS-E TAP 5 X .8 SB3 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,
HSS-E TAP 5 X .8 SBS5 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,invoice rate 724.00 != list 419.00
HSS-E TAP 5 X .8 SET GOLD TOTEM,1530.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,5.0 X 0.80,STD GOLD,,review,
HSS-E TAP 5 X .8 SF SET GOLD TOTEM,1530.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,5.0 X 0.80,STD GOLD,,review,"invoice rate 1,172.00 != list 1,530.00"
HSS-E TAP 5 X .8 SPIREX GOLD TOTEM,510.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,1,Metric Coarse,5.0 X 0.80,STD GOLD,,review,invoice rate 430.00 != list 510.00
"HSS-E TAP 5/16"" UNC SB3 TOTEM",480.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,review,
"HSS-E TAP 5/16"" UNF SA3 TOTEM",480.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,review,
"HSS-E TAP 5/16"" UNF SB3 TOTEM",480.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,480.00,1,UNF/UNC,5/16,Standard,,review,invoice rate 680.00 != list 480.00
HSS-E TAP 6 X 1 D371 6 X 1 SA5 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
HSS-E TAP 6 X 1 SA3 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
HSS-E TAP 6 X 1 SAF3 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
HSS-E TAP 6 X 1 SAS5 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 790.00 != list 419.00
HSS-E TAP 6 X 1 SB3 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 894.00 != list 419.00
HSS-E TAP 6 X 1 SBS5 TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 780.00 != list 419.00
HSS-E TAP 6 X 1 SET GOLD TOTEM,1530.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,6.0 X 1.00,STD GOLD,,review,"invoice rate 1,148.00 != list 1,530.00"
HSS-E TAP 6 X 1 SF SET GOLD TOTEM,1530.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,3,Metric Coarse,6.0 X 1.00,STD GOLD,,review,"invoice rate 1,172.00 != list 1,530.00"
HSS-E TAP 6 X 1 SPIREX BLD TOTEM,419.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,invoice rate 238.00 != list 419.00
HSS-E TAP 6 X 1 SPIREX GOLD TOTEM,510.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,510.00,1,Metric Coarse,6.0 X 1.00,STD GOLD,,review,invoice rate 732.00 != list 510.00
"HSS-E TAP 7/16"" UNC SB3 TOTEM",747.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,747.00,1,UNF/UNC,7/16,Standard,,review,"invoice rate 1,055.00 != list 747.00"
HSS-E TAP 8 X 1 SB3 TOTEM,597.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,5,597.00,1,Metric Coarse,8.0 X 1.00,Standard,,review,
HSS-E TAP 8 X 1.25 SAF3 TOTEM,504.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,
HSS-E TAP 8 X 1.25 SAS5 TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 958.00 != list 504.00
HSS-E TAP 8 X 1.25 SB3 TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,"invoice rate 1,000.00 != list 504.00"
HSS-E TAP 8 X 1.25 SBS5 TOTEM,504.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,invoice rate 880.00 != list 504.00
HSS-E TAP 8 X 1.25 SET XL GOLD TOTEM,1725.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,3,Metric Coarse,8.0 X 1.25,STD GOLD,,review,"invoice rate 1,800.00 != list 1,725.00"
HSS-E TAP 8 X 1.25 SF SET GOLD TOTEM,1725.00,SET,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,3,Metric Coarse,8.0 X 1.25,STD GOLD,,review,"invoice rate 1,499.00 != list 1,725.00"
HSS-E TAP 8 X 1.25 SPFL GOLD TOTEM,575.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,1,Metric Coarse,8.0 X 1.25,STD GOLD,,review,
HSS-E TAP 8 X 1.25 SPIREX GOLD TOTEM,575.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,9,575.00,1,Metric Coarse,8.0 X 1.25,STD GOLD,,review,invoice rate 799.00 != list 575.00
HSS-E TAP 9 X 1.25 SA3 TOTEM,609.00,NOS,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,609.00,1,Metric Coarse,9.0 X 1.25,Standard,,review,invoice rate 905.00 != list 609.00
"HSSS TAP 5/8"" BSW SEC TOTEM",1381.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,1381.00,1,BSW/BSF,5/8,Standard,,review,
SOLID CARBIDE ROLL TAP 6 X 1 TH CO TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
SOLID CARBIDE TAP 3 X .5 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,3.0 X 0.50,Standard,,review,
SOLID CARBIDE TAP 4 X .7 TOTEM,390.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,1,Metric Coarse,4.0 X 0.70,Standard,,review,
SOLID CARBIDE TAP 5 X .8 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,5.0 X 0.80,Standard,,review,
SOLID CARBIDE TAP 6 X 1 TOTEM,419.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,419.00,1,Metric Coarse,6.0 X 1.00,Standard,,review,
SOLID CARBIDE TAP 8 X 1.25 TOTEM,504.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,504.00,1,Metric Coarse,8.0 X 1.25,Standard,,review,
"TAP 1-1/4"" BSW SET TOTEM",17595.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,5865.00,3,BSW/BSF,"1.1/4""",Standard,,review,
"TAP 1-1/8"" BSW SET TOTEM",14598.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,4866.00,3,BSW/BSF,"1.1/8""",Standard,,review,
"TAP 1/2"" BSB SET TOTEM",2904.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,6,968.00,3,BSB,1/2,Standard,,review,
TAP 4 X .7 SET TOTEM,1170.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,4,390.00,3,Metric Coarse,4.0 X 0.70,Standard,,review,
"TAP 5/8"" BSP PAIR TOTEM",5026.00,,TOTEM,TOTEM HSS Taps Price List,2024-01-08,price-lists/totem-hpt-2024-01-08.pdf,3,2513.00,2,BSP,5/8,Standard,,review,
